269,252,3.7952,-86.16
264,246,3.5048,-86.124
275,256,3.6726,-86.103
263,244,3.5167,-86.154
268,249,3.5899,-86.15
282,264,3.4992,-86.159
256,238,3.8977,-86.176
264,244,3.9587,-86.112
272,253,3.6868,-86.125
267,250,3.8292,-86.195
268,250,3.8417,-86.138
275,257,3.9236,-86.121
275,257,3.6531,-86.169
267,249,3.8566,-86.185
281,263,3.6012,-86.108
271,253,3.6845,-86.172
279,259,3.5752,-86.084
262,244,3.9007,-86.172
272,252,3.7099,-86.113
268,251,3.892,-86.189
269,250,3.6679,-86.117
264,245,3.9662,-86.155
268,250,3.6637,-86.158
270,252,3.5288,-86.134
269,251,3.746,-86.129
260,243,3.8986,-86.19
274,255,3.835,-86.106
274,255,3.6055,-86.147
258,240,3.9575,-86.21
267,248,3.8872,-86.153
261,242,3.6214,-86.114
263,244,3.7633,-86.161
276,256,3.7857,-86.089
275,257,3.6006,-86.105
264,245,3.787,-86.13
269,252,3.9026,-86.17
264,246,3.7189,-86.149
271,252,3.7635,-86.107
270,253,3.8321,-86.179
277,259,3.6437,-86.145
276,257,3.941,-86.105
262,243,3.9069,-86.107
281,262,3.7911,-86.107
278,260,3.5305,-86.118
278,260,3.8042,-86.162
262,244,3.558,-86.163
270,251,3.7121,-86.123
266,248,3.8426,-86.171
263,244,3.5744,-86.131
278,259,3.888,-86.096
267,248,3.8768,-86.144
270,250,3.7941,-86.099
262,244,3.9332,-86.167
269,250,3.9225,-86.119
260,242,3.9076,-86.17
265,246,3.5243,-86.168
270,252,3.9534,-86.173
259,241,3.7364,-86.156
262,242,3.6267,-86.125
268,250,3.707,-86.168
268,250,3.8605,-86.149
269,252,3.5573,-86.181
266,247,3.7626,-86.117
269,249,3.9431,-86.106
268,251,3.7782,-86.183
276,256,3.7244,-86.099
270,252,3.6653,-86.141
266,246,3.7155,-86.109
268,249,3.8638,-86.153
268,250,3.9311,-86.191
280,260,3.75,-86.08
281,262,3.6381,-86.11
276,258,3.7461,-86.123
276,256,3.9304,-86.076
266,248,3.8712,-86.164
266,247,3.858,-86.137
270,251,3.875,-86.122
269,250,3.8739,-86.131
265,246,3.7582,-86.124
262,244,3.6532,-86.152
276,257,3.5128,-86.083
273,255,3.5444,-86.136
269,250,3.5761,-86.157
261,243,3.918,-86.165
277,258,3.7394,-86.142
270,253,3.6442,-86.146
279,260,3.8252,-86.135
258,241,3.8383,-86.212
266,248,3.5087,-86.184
264,247,3.971,-86.178
270,251,3.5923,-86.134
262,244,3.596,-86.141
269,252,3.576,-86.193
266,249,3.9302,-86.176
278,259,3.5817,-86.087
276,257,3.7704,-86.099
263,245,3.7492,-86.163
275,256,3.9226,-86.1
273,256,3.9288,-86.172
268,251,3.9341,-86.177
272,254,3.5382,-86.157
270,252,3.8773,-86.138
281,263,3.5057,-86.13
274,255,3.9247,-86.11
270,253,3.9098,-86.18
275,257,3.5857,-86.134
273,253,3.6915,-86.107
266,247,3.5221,-86.11
256,238,3.5464,-86.197
272,255,3.7596,-86.181
278,260,3.8451,-86.15
278,259,3.5978,-86.121
270,250,3.7566,-86.12
266,249,3.8348,-86.179
268,249,3.9375,-86.132
266,248,3.9168,-86.174
264,247,3.8147,-86.193
262,244,3.8993,-86.174
268,249,3.7153,-86.102
275,257,3.6413,-86.132
267,249,3.6076,-86.155
279,260,3.8282,-86.087
278,261,3.8329,-86.155
271,254,3.5089,-86.185
275,256,3.8093,-86.1
271,253,3.9115,-86.135
282,263,3.937,-86.1
262,244,3.8657,-86.165
268,249,3.6124,-86.143
268,251,3.9723,-86.187
274,256,3.6449,-86.127
270,251,3.7591,-86.133
265,247,3.9667,-86.181
272,254,3.6056,-86.115
278,259,3.6543,-86.136
269,250,3.5257,-86.119
268,249,3.8844,-86.172
272,253,3.7559,-86.1
262,243,3.6023,-86.15
274,255,3.9546,-86.082
263,246,3.5921,-86.2
268,249,3.8596,-86.144
274,254,3.9175,-86.104
264,247,3.6977,-86.191
265,247,3.8978,-86.171
274,254,3.7442,-86.087
263,246,3.6416,-86.197
279,260,3.9038,-86.075
266,249,3.6088,-86.195
280,262,3.9249,-86.129
268,250,3.5423,-86.139
271,252,3.927,-86.128
271,254,3.7869,-86.183
261,244,3.6505,-86.193
264,246,3.7442,-86.189
270,251,3.9449,-86.129
278,260,3.9355,-86.153
274,256,3.8093,-86.122
276,258,3.5412,-86.151
271,252,3.9453,-86.13
259,241,3.6439,-86.17
269,252,3.666,-86.175
264,246,3.6955,-86.165
269,251,3.6924,-86.189
266,249,3.9206,-86.184
262,244,3.6527,-86.162
269,250,3.7546,-86.147
264,245,3.5672,-86.156
268,250,3.9374,-86.128
266,247,3.8379,-86.094
279,262,3.9141,-86.167
267,249,3.965,-86.18
262,244,3.5668,-86.164
279,259,3.9124,-86.079
265,247,3.9297,-86.183
279,261,3.6303,-86.108
275,255,3.766,-86.087
256,237,3.7207,-86.137
277,260,3.9442,-86.171
265,246,3.5079,-86.142
260,241,3.8947,-86.133
271,253,3.5071,-86.167
279,261,3.7426,-86.129
277,260,3.5801,-86.173
280,261,3.647,-86.092
259,242,3.6985,-86.2
263,246,3.8979,-86.185
260,241,3.8867,-86.121
271,252,3.5868,-86.118
260,240,3.5061,-86.115
273,256,3.5177,-86.185
261,244,3.6529,-86.185
267,247,3.6758,-86.12
269,251,3.8846,-86.17
266,248,3.9522,-86.177
265,248,3.8795,-86.202
264,247,3.7939,-86.183
274,255,3.869,-86.091
277,260,3.7365,-86.179
263,245,3.7487,-86.17
279,261,3.632,-86.125
261,242,3.715,-86.138
259,242,3.9192,-86.201
261,243,3.6141,-86.177
273,254,3.7406,-86.121
276,258,3.782,-86.156
270,253,3.6439,-86.154
279,260,3.5589,-86.103
262,244,3.6764,-86.177
271,253,3.6039,-86.18
260,242,3.7853,-86.189
267,249,3.6265,-86.157
274,255,3.5785,-86.11
268,248,3.7278,-86.114
280,262,3.6009,-86.133
275,256,3.7589,-86.121
273,256,3.5489,-86.17
258,240,3.7163,-86.168
277,258,3.9571,-86.115
272,254,3.8433,-86.127
276,258,3.7435,-86.151
276,256,3.5677,-86.118
273,256,3.6814,-86.183
259,241,3.5292,-86.196
271,252,3.8058,-86.097
257,239,3.7417,-86.174
264,246,3.5773,-86.149
270,251,3.6904,-86.125
260,242,3.8547,-86.161
264,245,3.6923,-86.133
273,255,3.894,-86.154
275,255,3.9377,-86.088
278,259,3.7547,-86.099
276,258,3.7032,-86.149
269,251,3.5971,-86.162
267,249,3.7874,-86.175
274,256,3.7143,-86.159
267,248,3.5313,-86.098
261,244,3.6771,-86.209
273,255,3.6177,-86.112
272,254,3.684,-86.169
269,250,3.7399,-86.107
270,252,3.8738,-86.141
264,246,3.6864,-86.165
269,252,3.9596,-86.182
279,260,3.6619,-86.14
271,253,3.661,-86.143
262,244,3.8742,-86.155
259,240,3.5326,-86.137
272,254,3.6115,-86.129
272,253,3.6321,-86.119
262,244,3.9687,-86.154
266,249,3.7169,-86.197
265,247,3.8096,-86.146
272,255,3.9535,-86.186
275,257,3.8214,-86.163
265,247,3.8351,-86.195
277,259,3.721,-86.141
269,250,3.8001,-86.108
263,246,3.5278,-86.204
259,240,3.9149,-86.148
261,243,3.6868,-86.148
266,247,3.9604,-86.157
264,247,3.8164,-86.197
267,249,3.6618,-86.158
276,257,3.6337,-86.111
274,255,3.918,-86.086
262,245,3.7832,-86.191
266,249,3.5774,-86.191
279,261,3.502,-86.134
270,251,3.9565,-86.141
268,249,3.7462,-86.128
271,253,3.9126,-86.1
267,249,3.9626,-86.16
267,248,3.5626,-86.131
276,257,3.5817,-86.121
266,248,3.5712,-86.177
268,250,3.6203,-86.157
267,249,3.5862,-86.169
279,261,3.5947,-86.116
284,264,3.6098,-86.071
267,250,3.7239,-86.185
270,253,3.843,-86.178
273,256,3.6257,-86.176
